# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 60
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: None
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 6.745e+06
1.750e-03 5.423e+06
2.250e-03 2.804e+06
2.750e-03 3.235e+06
3.250e-03 4.040e+06
3.750e-03 5.195e+06
4.250e-03 6.525e+06
4.750e-03 7.978e+06
5.250e-03 9.501e+06
5.750e-03 1.101e+07
6.250e-03 1.245e+07
6.750e-03 1.377e+07
7.250e-03 2.507e+07
7.750e-03 1.613e+07
8.250e-03 2.323e+08
8.750e-03 1.999e+07
9.250e-03 1.802e+07
9.750e-03 1.930e+08
1.025e-02 1.492e+07
1.075e-02 1.032e+07
1.125e-02 2.415e+07
1.175e-02 1.112e+07
1.225e-02 8.190e+06
1.275e-02 7.839e+06
1.325e-02 8.094e+06
1.375e-02 8.314e+06
1.425e-02 8.503e+06
1.475e-02 8.661e+06
1.525e-02 8.789e+06
1.575e-02 8.887e+06
1.625e-02 8.957e+06
1.675e-02 8.998e+06
1.725e-02 9.014e+06
1.775e-02 9.008e+06
1.825e-02 8.983e+06
1.875e-02 8.939e+06
1.925e-02 8.877e+06
1.975e-02 8.800e+06
2.025e-02 8.711e+06
2.075e-02 8.610e+06
2.125e-02 8.500e+06
2.175e-02 8.380e+06
2.225e-02 8.254e+06
2.275e-02 8.123e+06
2.325e-02 7.985e+06
2.375e-02 7.844e+06
2.425e-02 7.700e+06
2.475e-02 7.553e+06
2.525e-02 7.404e+06
2.575e-02 7.254e+06
2.625e-02 7.104e+06
2.675e-02 6.953e+06
2.725e-02 6.801e+06
2.775e-02 6.650e+06
2.825e-02 6.500e+06
2.875e-02 6.351e+06
2.925e-02 6.202e+06
2.975e-02 6.055e+06
3.025e-02 5.909e+06
3.075e-02 5.764e+06
3.125e-02 5.622e+06
3.175e-02 5.481e+06
3.225e-02 5.342e+06
3.275e-02 5.205e+06
3.325e-02 5.071e+06
3.375e-02 4.938e+06
3.425e-02 4.807e+06
3.475e-02 4.678e+06
3.525e-02 4.552e+06
3.575e-02 4.427e+06
3.625e-02 4.305e+06
3.675e-02 4.185e+06
3.725e-02 4.067e+06
3.775e-02 3.951e+06
3.825e-02 3.836e+06
3.875e-02 3.724e+06
3.925e-02 3.614e+06
3.975e-02 3.506e+06
4.025e-02 3.400e+06
4.075e-02 3.295e+06
4.125e-02 3.192e+06
4.175e-02 3.091e+06
4.225e-02 2.991e+06
4.275e-02 2.894e+06
4.325e-02 2.797e+06
4.375e-02 2.703e+06
4.425e-02 2.609e+06
4.475e-02 2.517e+06
4.525e-02 2.426e+06
4.575e-02 2.337e+06
4.625e-02 2.249e+06
4.675e-02 2.162e+06
4.725e-02 2.075e+06
4.775e-02 1.990e+06
4.825e-02 1.906e+06
4.875e-02 1.823e+06
4.925e-02 1.741e+06
4.975e-02 1.659e+06
5.025e-02 1.578e+06
5.075e-02 1.497e+06
5.125e-02 1.418e+06
5.175e-02 1.339e+06
5.225e-02 1.260e+06
5.275e-02 1.182e+06
5.325e-02 1.104e+06
5.375e-02 1.026e+06
5.425e-02 9.490e+05
5.475e-02 8.716e+05
5.525e-02 7.940e+05
5.575e-02 7.160e+05
5.625e-02 6.373e+05
5.675e-02 5.580e+05
5.725e-02 4.780e+05
5.775e-02 3.972e+05
5.825e-02 3.154e+05
5.875e-02 2.326e+05
5.925e-02 1.488e+05
5.975e-02 5.677e+04
