# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 50
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 2 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 9.308e-134
1.750e-03 0.000e+00
2.250e-03 0.000e+00
2.750e-03 5.361e-226
3.250e-03 3.694e-142
3.750e-03 3.323e-94
4.250e-03 9.843e-65
4.750e-03 1.050e-45
5.250e-03 7.290e-33
5.750e-03 6.867e-24
6.250e-03 2.000e-17
6.750e-03 1.155e-12
7.250e-03 7.148e-09
7.750e-03 2.526e-06
8.250e-03 4.358e-03
8.750e-03 1.931e-02
9.250e-03 3.867e-01
9.750e-03 4.589e+01
1.025e-02 3.161e+01
1.075e-02 1.253e+02
1.125e-02 1.128e+03
1.175e-02 1.805e+03
1.225e-02 3.722e+03
1.275e-02 8.368e+03
1.325e-02 1.777e+04
1.375e-02 3.392e+04
1.425e-02 5.922e+04
1.475e-02 9.592e+04
1.525e-02 1.457e+05
1.575e-02 2.097e+05
1.625e-02 2.883e+05
1.675e-02 3.809e+05
1.725e-02 4.866e+05
1.775e-02 6.028e+05
1.825e-02 7.271e+05
1.875e-02 8.580e+05
1.925e-02 9.930e+05
1.975e-02 1.130e+06
2.025e-02 1.265e+06
2.075e-02 1.397e+06
2.125e-02 1.524e+06
2.175e-02 1.646e+06
2.225e-02 1.760e+06
2.275e-02 1.865e+06
2.325e-02 1.962e+06
2.375e-02 2.050e+06
2.425e-02 2.129e+06
2.475e-02 2.200e+06
2.525e-02 2.261e+06
2.575e-02 2.311e+06
2.625e-02 2.354e+06
2.675e-02 2.388e+06
2.725e-02 2.415e+06
2.775e-02 2.432e+06
2.825e-02 2.441e+06
2.875e-02 2.444e+06
2.925e-02 2.441e+06
2.975e-02 2.432e+06
3.025e-02 2.417e+06
3.075e-02 2.395e+06
3.125e-02 2.370e+06
3.175e-02 2.340e+06
3.225e-02 2.307e+06
3.275e-02 2.271e+06
3.325e-02 2.231e+06
3.375e-02 2.189e+06
3.425e-02 2.145e+06
3.475e-02 2.098e+06
3.525e-02 2.047e+06
3.575e-02 1.994e+06
3.625e-02 1.939e+06
3.675e-02 1.883e+06
3.725e-02 1.826e+06
3.775e-02 1.767e+06
3.825e-02 1.707e+06
3.875e-02 1.647e+06
3.925e-02 1.585e+06
3.975e-02 1.523e+06
4.025e-02 1.459e+06
4.075e-02 1.394e+06
4.125e-02 1.328e+06
4.175e-02 1.262e+06
4.225e-02 1.195e+06
4.275e-02 1.128e+06
4.325e-02 1.060e+06
4.375e-02 9.914e+05
4.425e-02 9.221e+05
4.475e-02 8.521e+05
4.525e-02 7.809e+05
4.575e-02 7.084e+05
4.625e-02 6.347e+05
4.675e-02 5.594e+05
4.725e-02 4.823e+05
4.775e-02 4.033e+05
4.825e-02 3.220e+05
4.875e-02 2.386e+05
4.925e-02 1.529e+05
4.975e-02 5.949e+04
