# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 50
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 3 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 1.030e-203
1.750e-03 0.000e+00
2.250e-03 0.000e+00
2.750e-03 0.000e+00
3.250e-03 3.293e-216
3.750e-03 2.472e-144
4.250e-03 3.558e-100
4.750e-03 1.127e-71
5.250e-03 1.908e-52
5.750e-03 5.175e-39
6.250e-03 2.445e-29
6.750e-03 3.261e-22
7.250e-03 1.213e-16
7.750e-03 9.952e-13
8.250e-03 1.991e-08
8.750e-03 6.132e-07
9.250e-03 5.800e-05
9.750e-03 2.423e-02
1.025e-02 4.676e-02
1.075e-02 4.343e-01
1.125e-02 7.947e+00
1.175e-02 2.306e+01
1.225e-02 7.872e+01
1.275e-02 2.717e+02
1.325e-02 8.330e+02
1.375e-02 2.182e+03
1.425e-02 5.009e+03
1.475e-02 1.030e+04
1.525e-02 1.926e+04
1.575e-02 3.326e+04
1.625e-02 5.371e+04
1.675e-02 8.186e+04
1.725e-02 1.187e+05
1.775e-02 1.646e+05
1.825e-02 2.195e+05
1.875e-02 2.834e+05
1.925e-02 3.557e+05
1.975e-02 4.355e+05
2.025e-02 5.209e+05
2.075e-02 6.105e+05
2.125e-02 7.034e+05
2.175e-02 7.983e+05
2.225e-02 8.927e+05
2.275e-02 9.852e+05
2.325e-02 1.076e+06
2.375e-02 1.164e+06
2.425e-02 1.248e+06
2.475e-02 1.328e+06
2.525e-02 1.402e+06
2.575e-02 1.470e+06
2.625e-02 1.532e+06
2.675e-02 1.588e+06
2.725e-02 1.638e+06
2.775e-02 1.680e+06
2.825e-02 1.715e+06
2.875e-02 1.744e+06
2.925e-02 1.768e+06
2.975e-02 1.786e+06
3.025e-02 1.798e+06
3.075e-02 1.803e+06
3.125e-02 1.803e+06
3.175e-02 1.800e+06
3.225e-02 1.792e+06
3.275e-02 1.780e+06
3.325e-02 1.765e+06
3.375e-02 1.747e+06
3.425e-02 1.725e+06
3.475e-02 1.700e+06
3.525e-02 1.671e+06
3.575e-02 1.638e+06
3.625e-02 1.603e+06
3.675e-02 1.565e+06
3.725e-02 1.526e+06
3.775e-02 1.485e+06
3.825e-02 1.442e+06
3.875e-02 1.398e+06
3.925e-02 1.352e+06
3.975e-02 1.304e+06
4.025e-02 1.255e+06
4.075e-02 1.203e+06
4.125e-02 1.151e+06
4.175e-02 1.097e+06
4.225e-02 1.043e+06
4.275e-02 9.871e+05
4.325e-02 9.305e+05
4.375e-02 8.729e+05
4.425e-02 8.143e+05
4.475e-02 7.546e+05
4.525e-02 6.933e+05
4.575e-02 6.305e+05
4.625e-02 5.661e+05
4.675e-02 5.001e+05
4.725e-02 4.321e+05
4.775e-02 3.620e+05
4.825e-02 2.897e+05
4.875e-02 2.150e+05
4.925e-02 1.381e+05
4.975e-02 5.382e+04
