# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 60
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 1.5 mm Cu
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 0.000e+00
1.750e-03 0.000e+00
2.250e-03 0.000e+00
2.750e-03 0.000e+00
3.250e-03 0.000e+00
3.750e-03 5.726e-227
4.250e-03 2.101e-160
4.750e-03 3.912e-117
5.250e-03 9.487e-88
5.750e-03 4.537e-67
6.250e-03 4.567e-52
6.750e-03 6.405e-41
7.250e-03 3.186e-32
7.750e-03 6.969e-26
8.250e-03 1.509e-19
8.750e-03 1.868e-16
9.250e-03 8.043e-147
9.750e-03 1.012e-126
1.025e-02 7.017e-112
1.075e-02 3.069e-98
1.125e-02 4.266e-86
1.175e-02 2.113e-76
1.225e-02 6.111e-68
1.275e-02 1.587e-60
1.325e-02 4.807e-54
1.375e-02 2.329e-48
1.425e-02 2.258e-43
1.475e-02 5.580e-39
1.525e-02 4.385e-35
1.575e-02 1.284e-31
1.625e-02 1.545e-28
1.675e-02 8.614e-26
1.725e-02 2.468e-23
1.775e-02 4.050e-21
1.825e-02 4.074e-19
1.875e-02 2.613e-17
1.925e-02 1.143e-15
1.975e-02 3.509e-14
2.025e-02 7.953e-13
2.075e-02 1.375e-11
2.125e-02 1.851e-10
2.175e-02 1.995e-09
2.225e-02 1.773e-08
2.275e-02 1.325e-07
2.325e-02 8.415e-07
2.375e-02 4.615e-06
2.425e-02 2.216e-05
2.475e-02 9.443e-05
2.525e-02 3.625e-04
2.575e-02 1.265e-03
2.625e-02 4.032e-03
2.675e-02 1.183e-02
2.725e-02 3.215e-02
2.775e-02 8.155e-02
2.825e-02 1.941e-01
2.875e-02 4.358e-01
2.925e-02 9.273e-01
2.975e-02 1.878e+00
3.025e-02 3.638e+00
3.075e-02 6.762e+00
3.125e-02 1.209e+01
3.175e-02 2.084e+01
3.225e-02 3.475e+01
3.275e-02 5.615e+01
3.325e-02 8.816e+01
3.375e-02 1.347e+02
3.425e-02 2.008e+02
3.475e-02 2.924e+02
3.525e-02 4.165e+02
3.575e-02 5.812e+02
3.625e-02 7.956e+02
3.675e-02 1.070e+03
3.725e-02 1.415e+03
3.775e-02 1.842e+03
3.825e-02 2.364e+03
3.875e-02 2.990e+03
3.925e-02 3.734e+03
3.975e-02 4.606e+03
4.025e-02 5.613e+03
4.075e-02 6.761e+03
4.125e-02 8.061e+03
4.175e-02 9.515e+03
4.225e-02 1.113e+04
4.275e-02 1.290e+04
4.325e-02 1.483e+04
4.375e-02 1.691e+04
4.425e-02 1.913e+04
4.475e-02 2.149e+04
4.525e-02 2.395e+04
4.575e-02 2.649e+04
4.625e-02 2.911e+04
4.675e-02 3.179e+04
4.725e-02 3.451e+04
4.775e-02 3.722e+04
4.825e-02 3.992e+04
4.875e-02 4.257e+04
4.925e-02 4.514e+04
4.975e-02 4.758e+04
5.025e-02 4.983e+04
5.075e-02 5.187e+04
5.125e-02 5.368e+04
5.175e-02 5.523e+04
5.225e-02 5.647e+04
5.275e-02 5.737e+04
5.325e-02 5.788e+04
5.375e-02 5.796e+04
5.425e-02 5.758e+04
5.475e-02 5.669e+04
5.525e-02 5.520e+04
5.575e-02 5.306e+04
5.625e-02 5.024e+04
5.675e-02 4.670e+04
5.725e-02 4.239e+04
5.775e-02 3.726e+04
5.825e-02 3.124e+04
5.875e-02 2.427e+04
5.925e-02 1.634e+04
5.975e-02 6.551e+03
