# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 30
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 3 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 1.456e-203
1.750e-03 0.000e+00
2.250e-03 0.000e+00
2.750e-03 0.000e+00
3.250e-03 4.730e-216
3.750e-03 3.452e-144
4.250e-03 4.745e-100
4.750e-03 1.413e-71
5.250e-03 2.229e-52
5.750e-03 5.625e-39
6.250e-03 2.474e-29
6.750e-03 3.082e-22
7.250e-03 9.463e-17
7.750e-03 8.293e-13
8.250e-03 1.133e-08
8.750e-03 4.447e-07
9.250e-03 4.175e-05
9.750e-03 1.212e-02
1.025e-02 3.456e-02
1.075e-02 3.551e-01
1.125e-02 5.230e+00
1.175e-02 1.774e+01
1.225e-02 6.438e+01
1.275e-02 2.190e+02
1.325e-02 6.447e+02
1.375e-02 1.624e+03
1.425e-02 3.591e+03
1.475e-02 7.116e+03
1.525e-02 1.285e+04
1.575e-02 2.143e+04
1.625e-02 3.345e+04
1.675e-02 4.932e+04
1.725e-02 6.923e+04
1.775e-02 9.292e+04
1.825e-02 1.200e+05
1.875e-02 1.500e+05
1.925e-02 1.822e+05
1.975e-02 2.158e+05
2.025e-02 2.495e+05
2.075e-02 2.823e+05
2.125e-02 3.136e+05
2.175e-02 3.427e+05
2.225e-02 3.681e+05
2.275e-02 3.893e+05
2.325e-02 4.061e+05
2.375e-02 4.183e+05
2.425e-02 4.253e+05
2.475e-02 4.268e+05
2.525e-02 4.221e+05
2.575e-02 4.110e+05
2.625e-02 3.937e+05
2.675e-02 3.698e+05
2.725e-02 3.389e+05
2.775e-02 2.998e+05
2.825e-02 2.526e+05
2.875e-02 1.968e+05
2.925e-02 1.320e+05
2.975e-02 5.787e+04
