# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 30
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 2 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 1.315e-133
1.750e-03 0.000e+00
2.250e-03 0.000e+00
2.750e-03 7.722e-226
3.250e-03 5.305e-142
3.750e-03 4.641e-94
4.250e-03 1.312e-64
4.750e-03 1.317e-45
5.250e-03 8.519e-33
5.750e-03 7.464e-24
6.250e-03 2.024e-17
6.750e-03 1.092e-12
7.250e-03 5.574e-09
7.750e-03 2.105e-06
8.250e-03 2.480e-03
8.750e-03 1.401e-02
9.250e-03 2.783e-01
9.750e-03 2.295e+01
1.025e-02 2.337e+01
1.075e-02 1.025e+02
1.125e-02 7.426e+02
1.175e-02 1.388e+03
1.225e-02 3.044e+03
1.275e-02 6.744e+03
1.325e-02 1.375e+04
1.375e-02 2.525e+04
1.425e-02 4.245e+04
1.475e-02 6.629e+04
1.525e-02 9.719e+04
1.575e-02 1.351e+05
1.625e-02 1.795e+05
1.675e-02 2.295e+05
1.725e-02 2.838e+05
1.775e-02 3.403e+05
1.825e-02 3.975e+05
1.875e-02 4.541e+05
1.925e-02 5.087e+05
1.975e-02 5.599e+05
2.025e-02 6.059e+05
2.075e-02 6.459e+05
2.125e-02 6.797e+05
2.175e-02 7.067e+05
2.225e-02 7.258e+05
2.275e-02 7.369e+05
2.325e-02 7.405e+05
2.375e-02 7.367e+05
2.425e-02 7.255e+05
2.475e-02 7.069e+05
2.525e-02 6.805e+05
2.575e-02 6.464e+05
2.625e-02 6.050e+05
2.675e-02 5.562e+05
2.725e-02 4.996e+05
2.775e-02 4.340e+05
2.825e-02 3.596e+05
2.875e-02 2.758e+05
2.925e-02 1.822e+05
2.975e-02 7.879e+04
