# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 50
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: None
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 7.599e+06
1.750e-03 6.144e+06
2.250e-03 3.108e+06
2.750e-03 3.669e+06
3.250e-03 4.647e+06
3.750e-03 6.007e+06
4.250e-03 7.531e+06
4.750e-03 9.110e+06
5.250e-03 1.065e+07
5.750e-03 1.209e+07
6.250e-03 1.339e+07
6.750e-03 1.451e+07
7.250e-03 2.480e+07
7.750e-03 1.628e+07
8.250e-03 2.088e+08
8.750e-03 1.916e+07
9.250e-03 1.718e+07
9.750e-03 1.646e+08
1.025e-02 1.445e+07
1.075e-02 1.044e+07
1.125e-02 2.274e+07
1.175e-02 1.105e+07
1.225e-02 8.322e+06
1.275e-02 7.937e+06
1.325e-02 8.086e+06
1.375e-02 8.197e+06
1.425e-02 8.275e+06
1.475e-02 8.323e+06
1.525e-02 8.342e+06
1.575e-02 8.336e+06
1.625e-02 8.304e+06
1.675e-02 8.249e+06
1.725e-02 8.176e+06
1.775e-02 8.086e+06
1.825e-02 7.982e+06
1.875e-02 7.866e+06
1.925e-02 7.739e+06
1.975e-02 7.603e+06
2.025e-02 7.460e+06
2.075e-02 7.311e+06
2.125e-02 7.158e+06
2.175e-02 7.002e+06
2.225e-02 6.843e+06
2.275e-02 6.682e+06
2.325e-02 6.521e+06
2.375e-02 6.359e+06
2.425e-02 6.197e+06
2.475e-02 6.036e+06
2.525e-02 5.876e+06
2.575e-02 5.717e+06
2.625e-02 5.560e+06
2.675e-02 5.404e+06
2.725e-02 5.250e+06
2.775e-02 5.098e+06
2.825e-02 4.947e+06
2.875e-02 4.799e+06
2.925e-02 4.653e+06
2.975e-02 4.509e+06
3.025e-02 4.368e+06
3.075e-02 4.228e+06
3.125e-02 4.091e+06
3.175e-02 3.956e+06
3.225e-02 3.824e+06
3.275e-02 3.693e+06
3.325e-02 3.565e+06
3.375e-02 3.439e+06
3.425e-02 3.315e+06
3.475e-02 3.193e+06
3.525e-02 3.073e+06
3.575e-02 2.955e+06
3.625e-02 2.840e+06
3.675e-02 2.725e+06
3.725e-02 2.613e+06
3.775e-02 2.503e+06
3.825e-02 2.394e+06
3.875e-02 2.286e+06
3.925e-02 2.180e+06
3.975e-02 2.076e+06
4.025e-02 1.973e+06
4.075e-02 1.871e+06
4.125e-02 1.770e+06
4.175e-02 1.670e+06
4.225e-02 1.571e+06
4.275e-02 1.473e+06
4.325e-02 1.375e+06
4.375e-02 1.279e+06
4.425e-02 1.182e+06
4.475e-02 1.087e+06
4.525e-02 9.906e+05
4.575e-02 8.945e+05
4.625e-02 7.977e+05
4.675e-02 7.000e+05
4.725e-02 6.010e+05
4.775e-02 5.003e+05
4.825e-02 3.979e+05
4.875e-02 2.936e+05
4.925e-02 1.875e+05
4.975e-02 7.267e+04
