# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: nist
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 16
# kV: 29
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 100
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 0.63 mm Be + 0.7 mm Al + 670 mm Air Dry (Near Sea Level) + 1.2 mm Polycarbonate (Makrolon or Lexan)
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 5.967e-215
1.750e-03 2.337e-308
2.250e-03 2.371e-160
2.750e-03 1.504e-90
3.250e-03 5.297e-55
3.750e-03 2.828e-34
4.250e-03 1.192e-21
4.750e-03 1.641e-13
5.250e-03 4.704e-08
5.750e-03 2.940e-04
6.250e-03 1.534e-01
6.750e-03 1.516e+01
7.250e-03 6.503e+02
7.750e-03 6.306e+03
8.250e-03 4.120e+05
8.750e-03 2.482e+05
9.250e-03 8.028e+05
9.750e-03 1.478e+07
1.025e-02 4.753e+06
1.075e-02 7.863e+06
1.125e-02 2.420e+07
1.175e-02 2.305e+07
1.225e-02 2.819e+07
1.275e-02 3.757e+07
1.325e-02 4.936e+07
1.375e-02 6.201e+07
1.425e-02 7.506e+07
1.475e-02 8.805e+07
1.525e-02 1.003e+08
1.575e-02 1.114e+08
1.625e-02 1.215e+08
1.675e-02 1.303e+08
1.725e-02 1.378e+08
1.775e-02 1.439e+08
1.825e-02 1.486e+08
1.875e-02 1.518e+08
1.925e-02 1.537e+08
1.975e-02 1.543e+08
2.025e-02 1.533e+08
2.075e-02 1.508e+08
2.125e-02 1.474e+08
2.175e-02 1.431e+08
2.225e-02 1.380e+08
2.275e-02 1.322e+08
2.325e-02 1.257e+08
2.375e-02 1.185e+08
2.425e-02 1.107e+08
2.475e-02 1.023e+08
2.525e-02 9.338e+07
2.575e-02 8.380e+07
2.625e-02 7.358e+07
2.675e-02 6.265e+07
2.725e-02 5.093e+07
2.775e-02 3.834e+07
2.825e-02 2.489e+07
2.875e-02 1.068e+07
