# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 80
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: None
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 5.903e+06
1.750e-03 4.687e+06
2.250e-03 2.573e+06
2.750e-03 2.803e+06
3.250e-03 3.368e+06
3.750e-03 4.243e+06
4.250e-03 5.297e+06
4.750e-03 6.494e+06
5.250e-03 7.803e+06
5.750e-03 9.183e+06
6.250e-03 1.061e+07
6.750e-03 1.203e+07
7.250e-03 2.360e+07
7.750e-03 1.492e+07
8.250e-03 2.450e+08
8.750e-03 1.986e+07
9.250e-03 1.812e+07
9.750e-03 2.205e+08
1.025e-02 1.463e+07
1.075e-02 9.500e+06
1.125e-02 2.411e+07
1.175e-02 1.041e+07
1.225e-02 7.480e+06
1.275e-02 7.196e+06
1.325e-02 7.562e+06
1.375e-02 7.907e+06
1.425e-02 8.233e+06
1.475e-02 8.537e+06
1.525e-02 8.818e+06
1.575e-02 9.074e+06
1.625e-02 9.303e+06
1.675e-02 9.504e+06
1.725e-02 9.678e+06
1.775e-02 9.827e+06
1.825e-02 9.952e+06
1.875e-02 1.005e+07
1.925e-02 1.013e+07
1.975e-02 1.018e+07
2.025e-02 1.022e+07
2.075e-02 1.023e+07
2.125e-02 1.023e+07
2.175e-02 1.021e+07
2.225e-02 1.018e+07
2.275e-02 1.013e+07
2.325e-02 1.007e+07
2.375e-02 1.000e+07
2.425e-02 9.922e+06
2.475e-02 9.832e+06
2.525e-02 9.734e+06
2.575e-02 9.629e+06
2.625e-02 9.518e+06
2.675e-02 9.402e+06
2.725e-02 9.281e+06
2.775e-02 9.155e+06
2.825e-02 9.027e+06
2.875e-02 8.895e+06
2.925e-02 8.761e+06
2.975e-02 8.625e+06
3.025e-02 8.487e+06
3.075e-02 8.349e+06
3.125e-02 8.210e+06
3.175e-02 8.070e+06
3.225e-02 7.931e+06
3.275e-02 7.792e+06
3.325e-02 7.653e+06
3.375e-02 7.514e+06
3.425e-02 7.377e+06
3.475e-02 7.240e+06
3.525e-02 7.104e+06
3.575e-02 6.970e+06
3.625e-02 6.837e+06
3.675e-02 6.705e+06
3.725e-02 6.575e+06
3.775e-02 6.447e+06
3.825e-02 6.320e+06
3.875e-02 6.194e+06
3.925e-02 6.071e+06
3.975e-02 5.949e+06
4.025e-02 5.829e+06
4.075e-02 5.711e+06
4.125e-02 5.594e+06
4.175e-02 5.479e+06
4.225e-02 5.366e+06
4.275e-02 5.255e+06
4.325e-02 5.145e+06
4.375e-02 5.037e+06
4.425e-02 4.931e+06
4.475e-02 4.827e+06
4.525e-02 4.724e+06
4.575e-02 4.623e+06
4.625e-02 4.523e+06
4.675e-02 4.425e+06
4.725e-02 4.329e+06
4.775e-02 4.234e+06
4.825e-02 4.141e+06
4.875e-02 4.049e+06
4.925e-02 3.958e+06
4.975e-02 3.869e+06
5.025e-02 3.782e+06
5.075e-02 3.695e+06
5.125e-02 3.611e+06
5.175e-02 3.527e+06
5.225e-02 3.445e+06
5.275e-02 3.364e+06
5.325e-02 3.284e+06
5.375e-02 3.205e+06
5.425e-02 3.128e+06
5.475e-02 3.051e+06
5.525e-02 2.976e+06
5.575e-02 2.902e+06
5.625e-02 2.829e+06
5.675e-02 2.757e+06
5.725e-02 2.686e+06
5.775e-02 4.274e+06
5.825e-02 2.546e+06
5.875e-02 2.478e+06
5.925e-02 5.339e+06
5.975e-02 2.344e+06
6.025e-02 2.278e+06
6.075e-02 2.213e+06
6.125e-02 2.149e+06
6.175e-02 2.085e+06
6.225e-02 2.023e+06
6.275e-02 1.960e+06
6.325e-02 1.899e+06
6.375e-02 1.838e+06
6.425e-02 1.778e+06
6.475e-02 1.718e+06
6.525e-02 1.659e+06
6.575e-02 1.600e+06
6.625e-02 1.542e+06
6.675e-02 1.826e+06
6.725e-02 2.089e+06
6.775e-02 1.386e+06
6.825e-02 1.313e+06
6.875e-02 1.256e+06
6.925e-02 1.438e+06
6.975e-02 1.122e+06
7.025e-02 1.033e+06
7.075e-02 9.821e+05
7.125e-02 9.318e+05
7.175e-02 8.812e+05
7.225e-02 8.308e+05
7.275e-02 7.803e+05
7.325e-02 7.294e+05
7.375e-02 6.788e+05
7.425e-02 6.277e+05
7.475e-02 5.764e+05
7.525e-02 5.251e+05
7.575e-02 4.732e+05
7.625e-02 4.210e+05
7.675e-02 3.686e+05
7.725e-02 3.155e+05
7.775e-02 2.623e+05
7.825e-02 2.083e+05
7.875e-02 1.544e+05
7.925e-02 9.963e+04
7.975e-02 3.675e+04
