# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 150
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 3 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.318e-01 7.253e+05
1.323e-01 7.046e+05
1.328e-01 6.840e+05
1.333e-01 6.634e+05
1.338e-01 6.429e+05
1.343e-01 6.224e+05
1.348e-01 6.019e+05
1.353e-01 5.814e+05
1.358e-01 5.610e+05
1.363e-01 5.406e+05
1.368e-01 5.202e+05
1.373e-01 4.999e+05
1.378e-01 4.795e+05
1.383e-01 4.592e+05
1.388e-01 4.390e+05
1.393e-01 4.187e+05
1.398e-01 3.986e+05
1.403e-01 3.785e+05
1.408e-01 3.584e+05
1.413e-01 3.384e+05
1.418e-01 3.185e+05
1.423e-01 2.986e+05
1.428e-01 2.789e+05
1.433e-01 2.593e+05
1.438e-01 2.398e+05
1.442e-01 2.204e+05
1.447e-01 2.012e+05
1.452e-01 1.820e+05
1.457e-01 1.632e+05
1.462e-01 1.445e+05
1.467e-01 1.259e+05
1.472e-01 1.079e+05
1.477e-01 8.973e+04
1.482e-01 7.132e+04
1.487e-01 5.383e+04
1.492e-01 3.408e+04
1.497e-01 1.172e+04
