# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 60
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 0.5 mm Cu
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 0.000e+00
1.750e-03 0.000e+00
2.250e-03 4.041e-292
2.750e-03 5.754e-171
3.250e-03 8.332e-108
3.750e-03 1.156e-71
4.250e-03 2.076e-49
4.750e-03 6.291e-35
5.250e-03 4.408e-25
5.750e-03 3.803e-18
6.250e-03 4.136e-13
6.750e-03 2.298e-09
7.250e-03 2.715e-06
7.750e-03 2.627e-04
8.250e-03 2.012e-01
8.750e-03 4.211e-01
9.250e-03 1.377e-44
9.750e-03 3.353e-37
1.025e-02 5.387e-33
1.075e-02 1.484e-28
1.125e-02 2.920e-24
1.175e-02 2.967e-21
1.225e-02 1.600e-18
1.275e-02 4.603e-16
1.325e-02 6.803e-14
1.375e-02 5.440e-12
1.425e-02 2.537e-10
1.475e-02 7.480e-09
1.525e-02 1.502e-07
1.575e-02 2.165e-06
1.625e-02 2.314e-05
1.675e-02 1.911e-04
1.725e-02 1.261e-03
1.775e-02 6.901e-03
1.825e-02 3.204e-02
1.875e-02 1.278e-01
1.925e-02 4.482e-01
1.975e-02 1.395e+00
2.025e-02 3.922e+00
2.075e-02 1.006e+01
2.125e-02 2.374e+01
2.175e-02 5.194e+01
2.225e-02 1.065e+02
2.275e-02 2.060e+02
2.325e-02 3.772e+02
2.375e-02 6.573e+02
2.425e-02 1.095e+03
2.475e-02 1.753e+03
2.525e-02 2.709e+03
2.575e-02 4.053e+03
2.625e-02 5.882e+03
2.675e-02 8.299e+03
2.725e-02 1.141e+04
2.775e-02 1.534e+04
2.825e-02 2.017e+04
2.875e-02 2.600e+04
2.925e-02 3.292e+04
2.975e-02 4.098e+04
3.025e-02 5.027e+04
3.075e-02 6.080e+04
3.125e-02 7.256e+04
3.175e-02 8.555e+04
3.225e-02 9.972e+04
3.275e-02 1.150e+05
3.325e-02 1.314e+05
3.375e-02 1.487e+05
3.425e-02 1.668e+05
3.475e-02 1.857e+05
3.525e-02 2.051e+05
3.575e-02 2.250e+05
3.625e-02 2.452e+05
3.675e-02 2.656e+05
3.725e-02 2.860e+05
3.775e-02 3.064e+05
3.825e-02 3.264e+05
3.875e-02 3.462e+05
3.925e-02 3.654e+05
3.975e-02 3.840e+05
4.025e-02 4.018e+05
4.075e-02 4.187e+05
4.125e-02 4.347e+05
4.175e-02 4.496e+05
4.225e-02 4.635e+05
4.275e-02 4.763e+05
4.325e-02 4.878e+05
4.375e-02 4.980e+05
4.425e-02 5.069e+05
4.475e-02 5.144e+05
4.525e-02 5.205e+05
4.575e-02 5.250e+05
4.625e-02 5.280e+05
4.675e-02 5.296e+05
4.725e-02 5.297e+05
4.775e-02 5.283e+05
4.825e-02 5.254e+05
4.875e-02 5.211e+05
4.925e-02 5.152e+05
4.975e-02 5.078e+05
5.025e-02 4.987e+05
5.075e-02 4.881e+05
5.125e-02 4.761e+05
5.175e-02 4.626e+05
5.225e-02 4.476e+05
5.275e-02 4.312e+05
5.325e-02 4.132e+05
5.375e-02 3.938e+05
5.425e-02 3.729e+05
5.475e-02 3.505e+05
5.525e-02 3.265e+05
5.575e-02 3.007e+05
5.625e-02 2.733e+05
5.675e-02 2.441e+05
5.725e-02 2.132e+05
5.775e-02 1.805e+05
5.825e-02 1.459e+05
5.875e-02 1.095e+05
5.925e-02 7.124e+04
5.975e-02 2.764e+04
