# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: nist
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 16
# kV: 30
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 100
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 0.63 mm Be + 0.05 mm Ag + 1.2 mm Polycarbonate (Makrolon or Lexan) + 670 mm Air Dry (Near Sea Level)
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 9.816e-258
1.750e-03 2.431e-101
2.250e-03 1.687e-47
2.750e-03 5.832e-24
3.250e-03 1.522e-12
3.750e-03 2.572e-29
4.250e-03 3.685e-22
4.750e-03 2.167e-14
5.250e-03 4.461e-09
5.750e-03 2.604e-05
6.250e-03 1.456e-02
6.750e-03 1.645e+00
7.250e-03 8.332e+01
7.750e-03 9.418e+02
8.250e-03 7.391e+04
8.750e-03 5.057e+04
9.250e-03 1.872e+05
9.750e-03 4.007e+06
1.025e-02 1.405e+06
1.075e-02 2.569e+06
1.125e-02 8.811e+06
1.175e-02 9.038e+06
1.225e-02 1.187e+07
1.275e-02 1.696e+07
1.325e-02 2.374e+07
1.375e-02 3.161e+07
1.425e-02 4.032e+07
1.475e-02 4.962e+07
1.525e-02 5.911e+07
1.575e-02 6.848e+07
1.625e-02 7.759e+07
1.675e-02 8.621e+07
1.725e-02 9.416e+07
1.775e-02 1.013e+08
1.825e-02 1.076e+08
1.875e-02 1.129e+08
1.925e-02 1.171e+08
1.975e-02 1.204e+08
2.025e-02 1.224e+08
2.075e-02 1.233e+08
2.125e-02 1.233e+08
2.175e-02 1.224e+08
2.225e-02 1.206e+08
2.275e-02 1.180e+08
2.325e-02 1.146e+08
2.375e-02 1.105e+08
2.425e-02 1.057e+08
2.475e-02 1.003e+08
2.525e-02 9.421e+07
2.575e-02 8.331e+06
2.625e-02 8.534e+06
2.675e-02 8.536e+06
2.725e-02 8.296e+06
2.775e-02 7.765e+06
2.825e-02 6.900e+06
2.875e-02 5.648e+06
2.925e-02 3.965e+06
2.975e-02 1.820e+06
