# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 120
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 3 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 7.777e-204
1.750e-03 0.000e+00
2.250e-03 0.000e+00
2.750e-03 0.000e+00
3.250e-03 2.035e-216
3.750e-03 1.380e-144
4.250e-03 1.897e-100
4.750e-03 5.964e-72
5.250e-03 1.033e-52
5.750e-03 2.916e-39
6.250e-03 1.452e-29
6.750e-03 2.063e-22
7.250e-03 9.545e-17
7.750e-03 7.312e-13
8.250e-03 2.164e-08
8.750e-03 5.513e-07
9.250e-03 5.372e-05
9.750e-03 3.311e-02
1.025e-02 4.076e-02
1.075e-02 3.164e-01
1.125e-02 7.406e+00
1.175e-02 1.786e+01
1.225e-02 5.631e+01
1.275e-02 1.963e+02
1.325e-02 6.305e+02
1.375e-02 1.732e+03
1.425e-02 4.175e+03
1.475e-02 9.014e+03
1.525e-02 1.771e+04
1.575e-02 3.213e+04
1.625e-02 5.445e+04
1.675e-02 8.707e+04
1.725e-02 1.324e+05
1.775e-02 1.922e+05
1.825e-02 2.682e+05
1.875e-02 3.621e+05
1.925e-02 4.746e+05
1.975e-02 6.062e+05
2.025e-02 7.555e+05
2.075e-02 9.216e+05
2.125e-02 1.104e+06
2.175e-02 1.301e+06
2.225e-02 1.510e+06
2.275e-02 1.727e+06
2.325e-02 1.953e+06
2.375e-02 2.185e+06
2.425e-02 2.423e+06
2.475e-02 2.662e+06
2.525e-02 2.900e+06
2.575e-02 3.134e+06
2.625e-02 3.366e+06
2.675e-02 3.594e+06
2.725e-02 3.816e+06
2.775e-02 4.025e+06
2.825e-02 4.225e+06
2.875e-02 4.417e+06
2.925e-02 4.600e+06
2.975e-02 4.775e+06
3.025e-02 4.937e+06
3.075e-02 5.084e+06
3.125e-02 5.223e+06
3.175e-02 5.352e+06
3.225e-02 5.472e+06
3.275e-02 5.584e+06
3.325e-02 5.687e+06
3.375e-02 5.782e+06
3.425e-02 5.868e+06
3.475e-02 5.946e+06
3.525e-02 6.010e+06
3.575e-02 6.062e+06
3.625e-02 6.108e+06
3.675e-02 6.147e+06
3.725e-02 6.180e+06
3.775e-02 6.207e+06
3.825e-02 6.228e+06
3.875e-02 6.245e+06
3.925e-02 6.256e+06
3.975e-02 6.263e+06
4.025e-02 6.261e+06
4.075e-02 6.251e+06
4.125e-02 6.238e+06
4.175e-02 6.222e+06
4.225e-02 6.203e+06
4.275e-02 6.181e+06
4.325e-02 6.156e+06
4.375e-02 6.128e+06
4.425e-02 6.098e+06
4.475e-02 6.066e+06
4.525e-02 6.029e+06
4.575e-02 5.989e+06
4.625e-02 5.946e+06
4.675e-02 5.902e+06
4.725e-02 5.857e+06
4.775e-02 5.811e+06
4.825e-02 5.764e+06
4.875e-02 5.716e+06
4.925e-02 5.667e+06
4.975e-02 5.617e+06
5.025e-02 5.565e+06
5.075e-02 5.511e+06
5.125e-02 5.456e+06
5.175e-02 5.402e+06
5.225e-02 5.347e+06
5.275e-02 5.291e+06
5.325e-02 5.236e+06
5.375e-02 5.180e+06
5.425e-02 5.125e+06
5.475e-02 5.069e+06
5.525e-02 5.013e+06
5.575e-02 4.955e+06
5.625e-02 4.898e+06
5.675e-02 4.841e+06
5.725e-02 4.784e+06
5.775e-02 2.143e+07
5.825e-02 4.671e+06
5.875e-02 4.615e+06
5.925e-02 3.437e+07
5.975e-02 4.503e+06
6.025e-02 4.448e+06
6.075e-02 4.392e+06
6.125e-02 4.336e+06
6.175e-02 4.281e+06
6.225e-02 4.227e+06
6.275e-02 4.172e+06
6.325e-02 4.118e+06
6.375e-02 4.065e+06
6.425e-02 4.012e+06
6.475e-02 3.959e+06
6.525e-02 3.906e+06
6.575e-02 3.854e+06
6.625e-02 3.802e+06
6.675e-02 7.385e+06
6.725e-02 1.076e+07
6.775e-02 3.828e+06
6.825e-02 3.598e+06
6.875e-02 3.548e+06
6.925e-02 6.054e+06
6.975e-02 3.323e+06
7.025e-02 2.905e+06
7.075e-02 2.871e+06
7.125e-02 2.838e+06
7.175e-02 2.805e+06
7.225e-02 2.772e+06
7.275e-02 2.739e+06
7.325e-02 2.706e+06
7.375e-02 2.673e+06
7.425e-02 2.640e+06
7.475e-02 2.608e+06
7.525e-02 2.575e+06
7.575e-02 2.543e+06
7.625e-02 2.510e+06
7.675e-02 2.478e+06
7.725e-02 2.446e+06
7.775e-02 2.413e+06
7.825e-02 2.381e+06
7.875e-02 2.349e+06
7.925e-02 2.317e+06
7.975e-02 2.285e+06
8.025e-02 2.253e+06
8.075e-02 2.221e+06
8.125e-02 2.189e+06
8.175e-02 2.157e+06
8.225e-02 2.126e+06
8.275e-02 2.094e+06
8.325e-02 2.063e+06
8.375e-02 2.031e+06
8.425e-02 2.000e+06
8.475e-02 1.969e+06
8.525e-02 1.938e+06
8.575e-02 1.908e+06
8.625e-02 1.877e+06
8.675e-02 1.846e+06
8.725e-02 1.816e+06
8.775e-02 1.786e+06
8.825e-02 1.756e+06
8.875e-02 1.726e+06
8.925e-02 1.696e+06
8.975e-02 1.666e+06
9.025e-02 1.637e+06
9.075e-02 1.607e+06
9.125e-02 1.577e+06
9.175e-02 1.548e+06
9.225e-02 1.519e+06
9.275e-02 1.490e+06
9.325e-02 1.461e+06
9.375e-02 1.432e+06
9.425e-02 1.403e+06
9.475e-02 1.374e+06
9.525e-02 1.346e+06
9.575e-02 1.317e+06
9.625e-02 1.289e+06
9.675e-02 1.261e+06
9.725e-02 1.233e+06
9.775e-02 1.205e+06
9.825e-02 1.177e+06
9.875e-02 1.149e+06
9.925e-02 1.121e+06
9.975e-02 1.094e+06
1.003e-01 1.066e+06
1.008e-01 1.038e+06
1.013e-01 1.011e+06
1.018e-01 9.836e+05
1.023e-01 9.563e+05
1.028e-01 9.290e+05
1.033e-01 9.017e+05
1.038e-01 8.746e+05
1.042e-01 8.474e+05
1.047e-01 8.204e+05
1.052e-01 7.933e+05
1.057e-01 7.663e+05
1.062e-01 7.394e+05
1.067e-01 7.124e+05
1.072e-01 6.855e+05
1.077e-01 6.585e+05
1.082e-01 6.317e+05
1.087e-01 6.048e+05
1.092e-01 5.779e+05
1.098e-01 5.511e+05
1.103e-01 5.242e+05
1.108e-01 4.974e+05
1.113e-01 4.706e+05
1.118e-01 4.438e+05
1.123e-01 4.171e+05
1.128e-01 3.903e+05
1.133e-01 3.637e+05
1.138e-01 3.371e+05
1.143e-01 3.106e+05
1.148e-01 2.841e+05
1.153e-01 2.577e+05
1.158e-01 2.314e+05
1.163e-01 2.050e+05
1.168e-01 1.790e+05
1.173e-01 1.528e+05
1.178e-01 1.271e+05
1.183e-01 1.013e+05
1.188e-01 7.493e+04
1.193e-01 4.841e+04
1.198e-01 1.693e+04
