# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 60
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 0.2 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 6.883e-08
1.750e-03 2.631e-68
2.250e-03 1.885e-33
2.750e-03 2.120e-17
3.250e-03 6.258e-09
3.750e-03 4.896e-04
4.250e-03 5.323e-01
4.750e-03 5.106e+01
5.250e-03 1.152e+03
5.750e-03 1.041e+04
6.250e-03 5.158e+04
6.750e-03 1.694e+05
7.250e-03 7.000e+05
7.750e-03 8.449e+05
8.250e-03 1.986e+07
8.750e-03 2.519e+06
9.250e-03 3.097e+06
9.750e-03 4.266e+07
1.025e-02 4.054e+06
1.075e-02 3.325e+06
1.125e-02 8.965e+06
1.175e-02 4.648e+06
1.225e-02 3.787e+06
1.275e-02 3.950e+06
1.325e-02 4.389e+06
1.375e-02 4.803e+06
1.425e-02 5.188e+06
1.475e-02 5.543e+06
1.525e-02 5.863e+06
1.575e-02 6.150e+06
1.625e-02 6.400e+06
1.675e-02 6.616e+06
1.725e-02 6.798e+06
1.775e-02 6.949e+06
1.825e-02 7.069e+06
1.875e-02 7.162e+06
1.925e-02 7.229e+06
1.975e-02 7.273e+06
2.025e-02 7.294e+06
2.075e-02 7.297e+06
2.125e-02 7.282e+06
2.175e-02 7.251e+06
2.225e-02 7.206e+06
2.275e-02 7.149e+06
2.325e-02 7.082e+06
2.375e-02 7.005e+06
2.425e-02 6.920e+06
2.475e-02 6.828e+06
2.525e-02 6.730e+06
2.575e-02 6.626e+06
2.625e-02 6.519e+06
2.675e-02 6.407e+06
2.725e-02 6.293e+06
2.775e-02 6.176e+06
2.825e-02 6.057e+06
2.875e-02 5.936e+06
2.925e-02 5.814e+06
2.975e-02 5.692e+06
3.025e-02 5.569e+06
3.075e-02 5.446e+06
3.125e-02 5.323e+06
3.175e-02 5.201e+06
3.225e-02 5.079e+06
3.275e-02 4.958e+06
3.325e-02 4.838e+06
3.375e-02 4.720e+06
3.425e-02 4.602e+06
3.475e-02 4.486e+06
3.525e-02 4.370e+06
3.575e-02 4.256e+06
3.625e-02 4.144e+06
3.675e-02 4.033e+06
3.725e-02 3.923e+06
3.775e-02 3.815e+06
3.825e-02 3.709e+06
3.875e-02 3.604e+06
3.925e-02 3.501e+06
3.975e-02 3.399e+06
4.025e-02 3.299e+06
4.075e-02 3.200e+06
4.125e-02 3.102e+06
4.175e-02 3.006e+06
4.225e-02 2.911e+06
4.275e-02 2.817e+06
4.325e-02 2.725e+06
4.375e-02 2.635e+06
4.425e-02 2.545e+06
4.475e-02 2.457e+06
4.525e-02 2.369e+06
4.575e-02 2.283e+06
4.625e-02 2.198e+06
4.675e-02 2.114e+06
4.725e-02 2.030e+06
4.775e-02 1.948e+06
4.825e-02 1.866e+06
4.875e-02 1.785e+06
4.925e-02 1.705e+06
4.975e-02 1.626e+06
5.025e-02 1.547e+06
5.075e-02 1.469e+06
5.125e-02 1.391e+06
5.175e-02 1.314e+06
5.225e-02 1.237e+06
5.275e-02 1.161e+06
5.325e-02 1.085e+06
5.375e-02 1.008e+06
5.425e-02 9.326e+05
5.475e-02 8.568e+05
5.525e-02 7.807e+05
5.575e-02 7.041e+05
5.625e-02 6.269e+05
5.675e-02 5.490e+05
5.725e-02 4.704e+05
5.775e-02 3.910e+05
5.825e-02 3.105e+05
5.875e-02 2.290e+05
5.925e-02 1.465e+05
5.975e-02 5.592e+04
