# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 120
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: None
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 5.737e+06
1.750e-03 4.411e+06
2.250e-03 2.816e+06
2.750e-03 2.675e+06
3.250e-03 2.871e+06
3.750e-03 3.353e+06
4.250e-03 4.015e+06
4.750e-03 4.822e+06
5.250e-03 5.763e+06
5.750e-03 6.813e+06
6.250e-03 7.955e+06
6.750e-03 9.177e+06
7.250e-03 1.951e+07
7.750e-03 1.196e+07
8.250e-03 2.270e+08
8.750e-03 1.722e+07
9.250e-03 1.592e+07
9.750e-03 2.250e+08
1.025e-02 1.260e+07
1.075e-02 7.606e+06
1.125e-02 2.119e+07
1.175e-02 8.557e+06
1.225e-02 5.953e+06
1.275e-02 5.733e+06
1.325e-02 6.120e+06
1.375e-02 6.508e+06
1.425e-02 6.897e+06
1.475e-02 7.286e+06
1.525e-02 7.671e+06
1.575e-02 8.050e+06
1.625e-02 8.419e+06
1.675e-02 8.774e+06
1.725e-02 9.115e+06
1.775e-02 9.443e+06
1.825e-02 9.756e+06
1.875e-02 1.005e+07
1.925e-02 1.033e+07
1.975e-02 1.058e+07
2.025e-02 1.082e+07
2.075e-02 1.104e+07
2.125e-02 1.124e+07
2.175e-02 1.141e+07
2.225e-02 1.157e+07
2.275e-02 1.171e+07
2.325e-02 1.184e+07
2.375e-02 1.194e+07
2.425e-02 1.203e+07
2.475e-02 1.210e+07
2.525e-02 1.215e+07
2.575e-02 1.219e+07
2.625e-02 1.222e+07
2.675e-02 1.223e+07
2.725e-02 1.223e+07
2.775e-02 1.221e+07
2.825e-02 1.219e+07
2.875e-02 1.215e+07
2.925e-02 1.211e+07
2.975e-02 1.206e+07
3.025e-02 1.199e+07
3.075e-02 1.192e+07
3.125e-02 1.185e+07
3.175e-02 1.177e+07
3.225e-02 1.168e+07
3.275e-02 1.158e+07
