# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 120
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: None
# Mid-bin Fluence
#  (MeV)   (a.u.)
3.325e-02 1.148e+07
3.375e-02 1.138e+07
3.425e-02 1.128e+07
3.475e-02 1.117e+07
3.525e-02 1.105e+07
3.575e-02 1.094e+07
3.625e-02 1.082e+07
3.675e-02 1.070e+07
3.725e-02 1.058e+07
3.775e-02 1.046e+07
3.825e-02 1.034e+07
3.875e-02 1.022e+07
3.925e-02 1.009e+07
3.975e-02 9.967e+06
4.025e-02 9.842e+06
4.075e-02 9.717e+06
4.125e-02 9.593e+06
4.175e-02 9.469e+06
4.225e-02 9.345e+06
4.275e-02 9.222e+06
4.325e-02 9.099e+06
4.375e-02 8.977e+06
4.425e-02 8.855e+06
4.475e-02 8.735e+06
4.525e-02 8.615e+06
4.575e-02 8.496e+06
4.625e-02 8.378e+06
4.675e-02 8.262e+06
4.725e-02 8.146e+06
4.775e-02 8.031e+06
4.825e-02 7.918e+06
4.875e-02 7.806e+06
4.925e-02 7.695e+06
4.975e-02 7.585e+06
5.025e-02 7.476e+06
5.075e-02 7.369e+06
5.125e-02 7.263e+06
5.175e-02 7.158e+06
5.225e-02 7.054e+06
5.275e-02 6.952e+06
5.325e-02 6.851e+06
5.375e-02 6.751e+06
5.425e-02 6.652e+06
5.475e-02 6.555e+06
5.525e-02 6.459e+06
5.575e-02 6.364e+06
5.625e-02 6.270e+06
5.675e-02 6.178e+06
5.725e-02 6.087e+06
5.775e-02 2.719e+07
5.825e-02 5.908e+06
5.875e-02 5.820e+06
5.925e-02 4.323e+07
5.975e-02 5.648e+06
6.025e-02 5.564e+06
6.075e-02 5.481e+06
6.125e-02 5.399e+06
6.175e-02 5.318e+06
6.225e-02 5.239e+06
6.275e-02 5.160e+06
6.325e-02 5.082e+06
6.375e-02 5.006e+06
6.425e-02 4.930e+06
6.475e-02 4.856e+06
6.525e-02 4.782e+06
6.575e-02 4.709e+06
6.625e-02 4.638e+06
6.675e-02 8.994e+06
6.725e-02 1.308e+07
6.775e-02 4.646e+06
6.825e-02 4.360e+06
6.875e-02 4.293e+06
6.925e-02 7.313e+06
6.975e-02 4.008e+06
7.025e-02 3.499e+06
7.075e-02 3.454e+06
7.125e-02 3.409e+06
7.175e-02 3.365e+06
7.225e-02 3.321e+06
7.275e-02 3.278e+06
7.325e-02 3.235e+06
7.375e-02 3.192e+06
7.425e-02 3.149e+06
7.475e-02 3.107e+06
7.525e-02 3.064e+06
7.575e-02 3.022e+06
7.625e-02 2.980e+06
7.675e-02 2.939e+06
7.725e-02 2.897e+06
7.775e-02 2.856e+06
7.825e-02 2.815e+06
7.875e-02 2.774e+06
7.925e-02 2.734e+06
7.975e-02 2.693e+06
8.025e-02 2.653e+06
8.075e-02 2.613e+06
8.125e-02 2.573e+06
8.175e-02 2.534e+06
8.225e-02 2.495e+06
8.275e-02 2.456e+06
8.325e-02 2.417e+06
8.375e-02 2.379e+06
8.425e-02 2.340e+06
8.475e-02 2.302e+06
8.525e-02 2.265e+06
8.575e-02 2.227e+06
8.625e-02 2.190e+06
8.675e-02 2.152e+06
8.725e-02 2.116e+06
8.775e-02 2.079e+06
8.825e-02 2.042e+06
8.875e-02 2.006e+06
8.925e-02 1.970e+06
8.975e-02 1.934e+06
9.025e-02 1.899e+06
9.075e-02 1.863e+06
9.125e-02 1.828e+06
9.175e-02 1.793e+06
9.225e-02 1.758e+06
9.275e-02 1.723e+06
9.325e-02 1.689e+06
9.375e-02 1.655e+06
9.425e-02 1.621e+06
9.475e-02 1.587e+06
9.525e-02 1.553e+06
9.575e-02 1.519e+06
9.625e-02 1.486e+06
9.675e-02 1.453e+06
9.725e-02 1.420e+06
9.775e-02 1.387e+06
9.825e-02 1.354e+06
9.875e-02 1.321e+06
9.925e-02 1.289e+06
9.975e-02 1.256e+06
1.003e-01 1.224e+06
1.008e-01 1.192e+06
1.013e-01 1.160e+06
1.018e-01 1.128e+06
1.023e-01 1.096e+06
1.028e-01 1.064e+06
1.033e-01 1.033e+06
1.038e-01 1.001e+06
1.042e-01 9.698e+05
1.047e-01 9.385e+05
1.052e-01 9.072e+05
1.057e-01 8.760e+05
1.062e-01 8.448e+05
1.067e-01 8.137e+05
1.072e-01 7.827e+05
1.077e-01 7.516e+05
1.082e-01 7.207e+05
1.087e-01 6.898e+05
1.092e-01 6.589e+05
1.098e-01 6.281e+05
1.103e-01 5.973e+05
1.108e-01 5.665e+05
1.113e-01 5.358e+05
1.118e-01 5.051e+05
1.123e-01 4.746e+05
1.128e-01 4.440e+05
1.133e-01 4.136e+05
1.138e-01 3.832e+05
1.143e-01 3.530e+05
1.148e-01 3.228e+05
1.153e-01 2.926e+05
1.158e-01 2.627e+05
1.163e-01 2.327e+05
1.168e-01 2.031e+05
1.173e-01 1.733e+05
1.178e-01 1.441e+05
1.183e-01 1.148e+05
1.188e-01 8.492e+04
1.193e-01 5.485e+04
1.198e-01 1.918e+04
