# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: nist
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 16
# kV: 29
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 100
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 0.63 mm Be + 0.05 mm Rh + 1.2 mm Polycarbonate (Makrolon or Lexan) + 640 mm Air Dry (Near Sea Level)
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 1.359e-257
1.750e-03 3.250e-101
2.250e-03 1.914e-47
2.750e-03 6.113e-24
3.250e-03 1.226e-48
3.750e-03 8.336e-36
4.250e-03 1.634e-23
4.750e-03 2.336e-15
5.250e-03 8.464e-10
5.750e-03 7.161e-06
6.250e-03 5.253e-03
6.750e-03 7.272e-01
7.250e-03 4.246e+01
7.750e-03 5.427e+02
8.250e-03 4.529e+04
8.750e-03 3.388e+04
9.250e-03 1.326e+05
9.750e-03 2.888e+06
1.025e-02 1.079e+06
1.075e-02 2.040e+06
1.125e-02 7.069e+06
1.175e-02 7.476e+06
1.225e-02 1.003e+07
1.275e-02 1.453e+07
1.325e-02 2.055e+07
1.375e-02 2.759e+07
1.425e-02 3.545e+07
1.475e-02 4.389e+07
1.525e-02 5.253e+07
1.575e-02 6.108e+07
1.625e-02 6.940e+07
1.675e-02 7.727e+07
1.725e-02 8.453e+07
1.775e-02 9.105e+07
1.825e-02 9.670e+07
1.875e-02 1.014e+08
1.925e-02 1.052e+08
1.975e-02 1.079e+08
2.025e-02 1.095e+08
2.075e-02 1.100e+08
2.125e-02 1.096e+08
2.175e-02 1.083e+08
2.225e-02 1.061e+08
2.275e-02 1.031e+08
2.325e-02 3.678e+06
2.375e-02 4.175e+06
2.425e-02 4.633e+06
2.475e-02 5.026e+06
2.525e-02 5.323e+06
2.575e-02 5.489e+06
2.625e-02 5.487e+06
2.675e-02 5.275e+06
2.725e-02 4.803e+06
2.775e-02 4.022e+06
2.825e-02 2.885e+06
2.875e-02 1.359e+06
