# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 120
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 5 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 0.000e+00
1.750e-03 0.000e+00
2.250e-03 0.000e+00
2.750e-03 0.000e+00
3.250e-03 0.000e+00
3.750e-03 7.633e-245
4.250e-03 2.479e-171
4.750e-03 6.872e-124
5.250e-03 7.071e-92
5.750e-03 1.656e-69
6.250e-03 2.169e-53
6.750e-03 1.643e-41
7.250e-03 2.751e-32
7.750e-03 1.135e-25
8.250e-03 4.516e-19
8.750e-03 5.557e-16
9.250e-03 1.209e-12
9.750e-03 9.230e-09
1.025e-02 8.917e-08
1.075e-02 3.800e-06
1.125e-02 3.674e-04
1.175e-02 2.918e-03
1.225e-02 2.519e-02
1.275e-02 2.069e-01
1.325e-02 1.386e+00
1.375e-02 7.168e+00
1.425e-02 2.987e+01
1.475e-02 1.039e+02
1.525e-02 3.094e+02
1.575e-02 8.082e+02
1.625e-02 1.890e+03
1.675e-02 4.021e+03
1.725e-02 7.877e+03
1.775e-02 1.433e+04
1.825e-02 2.443e+04
1.875e-02 3.949e+04
1.925e-02 6.090e+04
1.975e-02 9.008e+04
2.025e-02 1.281e+05
2.075e-02 1.760e+05
2.125e-02 2.351e+05
2.175e-02 3.060e+05
2.225e-02 3.884e+05
2.275e-02 4.820e+05
2.325e-02 5.875e+05
2.375e-02 7.045e+05
2.425e-02 8.324e+05
2.475e-02 9.704e+05
2.525e-02 1.116e+06
2.575e-02 1.267e+06
2.625e-02 1.425e+06
2.675e-02 1.588e+06
2.725e-02 1.756e+06
2.775e-02 1.921e+06
2.825e-02 2.085e+06
2.875e-02 2.249e+06
2.925e-02 2.413e+06
2.975e-02 2.576e+06
3.025e-02 2.732e+06
3.075e-02 2.880e+06
3.125e-02 3.025e+06
3.175e-02 3.166e+06
3.225e-02 3.302e+06
3.275e-02 3.433e+06
3.325e-02 3.560e+06
