# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 120
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 5 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
3.375e-02 3.681e+06
3.425e-02 3.796e+06
3.475e-02 3.906e+06
3.525e-02 4.004e+06
3.575e-02 4.090e+06
3.625e-02 4.171e+06
3.675e-02 4.247e+06
3.725e-02 4.317e+06
3.775e-02 4.382e+06
3.825e-02 4.443e+06
3.875e-02 4.498e+06
3.925e-02 4.548e+06
3.975e-02 4.594e+06
4.025e-02 4.631e+06
4.075e-02 4.659e+06
4.125e-02 4.683e+06
4.175e-02 4.703e+06
4.225e-02 4.720e+06
4.275e-02 4.734e+06
4.325e-02 4.744e+06
4.375e-02 4.751e+06
4.425e-02 4.756e+06
4.475e-02 4.757e+06
4.525e-02 4.753e+06
4.575e-02 4.743e+06
4.625e-02 4.731e+06
4.675e-02 4.717e+06
4.725e-02 4.701e+06
4.775e-02 4.683e+06
4.825e-02 4.664e+06
4.875e-02 4.644e+06
4.925e-02 4.622e+06
4.975e-02 4.598e+06
5.025e-02 4.571e+06
5.075e-02 4.541e+06
5.125e-02 4.509e+06
5.175e-02 4.477e+06
5.225e-02 4.445e+06
5.275e-02 4.411e+06
5.325e-02 4.377e+06
5.375e-02 4.342e+06
5.425e-02 4.307e+06
5.475e-02 4.271e+06
5.525e-02 4.234e+06
5.575e-02 4.194e+06
5.625e-02 4.154e+06
5.675e-02 4.115e+06
5.725e-02 4.074e+06
5.775e-02 1.829e+07
5.825e-02 3.994e+06
5.875e-02 3.954e+06
5.925e-02 2.950e+07
5.975e-02 3.872e+06
6.025e-02 3.831e+06
6.075e-02 3.789e+06
6.125e-02 3.747e+06
6.175e-02 3.705e+06
6.225e-02 3.663e+06
6.275e-02 3.621e+06
6.325e-02 3.580e+06
6.375e-02 3.538e+06
6.425e-02 3.497e+06
6.475e-02 3.456e+06
6.525e-02 3.414e+06
6.575e-02 3.372e+06
6.625e-02 3.330e+06
6.675e-02 6.476e+06
6.725e-02 9.444e+06
6.775e-02 3.364e+06
6.825e-02 3.165e+06
6.875e-02 3.125e+06
6.925e-02 5.337e+06
6.975e-02 2.933e+06
7.025e-02 2.566e+06
7.075e-02 2.539e+06
7.125e-02 2.511e+06
7.175e-02 2.484e+06
7.225e-02 2.457e+06
7.275e-02 2.429e+06
7.325e-02 2.402e+06
7.375e-02 2.375e+06
7.425e-02 2.348e+06
7.475e-02 2.321e+06
7.525e-02 2.293e+06
7.575e-02 2.266e+06
7.625e-02 2.239e+06
7.675e-02 2.212e+06
7.725e-02 2.184e+06
7.775e-02 2.157e+06
7.825e-02 2.130e+06
7.875e-02 2.102e+06
7.925e-02 2.075e+06
7.975e-02 2.048e+06
8.025e-02 2.021e+06
8.075e-02 1.993e+06
8.125e-02 1.965e+06
8.175e-02 1.938e+06
8.225e-02 1.910e+06
8.275e-02 1.883e+06
8.325e-02 1.856e+06
8.375e-02 1.829e+06
8.425e-02 1.802e+06
8.475e-02 1.774e+06
8.525e-02 1.747e+06
8.575e-02 1.721e+06
8.625e-02 1.694e+06
8.675e-02 1.667e+06
8.725e-02 1.640e+06
8.775e-02 1.614e+06
8.825e-02 1.587e+06
8.875e-02 1.561e+06
8.925e-02 1.535e+06
8.975e-02 1.508e+06
9.025e-02 1.482e+06
9.075e-02 1.456e+06
9.125e-02 1.430e+06
9.175e-02 1.404e+06
9.225e-02 1.378e+06
9.275e-02 1.352e+06
9.325e-02 1.326e+06
9.375e-02 1.300e+06
9.425e-02 1.275e+06
9.475e-02 1.249e+06
9.525e-02 1.223e+06
9.575e-02 1.198e+06
9.625e-02 1.173e+06
9.675e-02 1.147e+06
9.725e-02 1.122e+06
9.775e-02 1.097e+06
9.825e-02 1.072e+06
9.875e-02 1.047e+06
9.925e-02 1.022e+06
9.975e-02 9.972e+05
1.003e-01 9.723e+05
1.008e-01 9.474e+05
1.013e-01 9.226e+05
1.018e-01 8.978e+05
1.023e-01 8.731e+05
1.028e-01 8.484e+05
1.033e-01 8.237e+05
1.038e-01 7.991e+05
1.042e-01 7.745e+05
1.047e-01 7.500e+05
1.052e-01 7.255e+05
1.057e-01 7.009e+05
1.062e-01 6.765e+05
1.067e-01 6.519e+05
1.072e-01 6.275e+05
1.077e-01 6.030e+05
1.082e-01 5.785e+05
1.087e-01 5.540e+05
1.092e-01 5.295e+05
1.098e-01 5.051e+05
1.103e-01 4.806e+05
1.108e-01 4.561e+05
1.113e-01 4.316e+05
1.118e-01 4.071e+05
1.123e-01 3.827e+05
1.128e-01 3.582e+05
1.133e-01 3.339e+05
1.138e-01 3.095e+05
1.143e-01 2.852e+05
1.148e-01 2.610e+05
1.153e-01 2.367e+05
1.158e-01 2.126e+05
1.163e-01 1.884e+05
1.168e-01 1.645e+05
1.173e-01 1.405e+05
1.178e-01 1.169e+05
1.183e-01 9.313e+04
1.188e-01 6.893e+04
1.193e-01 4.454e+04
1.198e-01 1.558e+04
