# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: pene
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 12
# kV: 150
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 1
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 5 mm Al
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 0.000e+00
1.750e-03 0.000e+00
2.250e-03 0.000e+00
2.750e-03 0.000e+00
3.250e-03 0.000e+00
3.750e-03 7.273e-245
4.250e-03 2.255e-171
4.750e-03 6.064e-124
5.250e-03 6.120e-92
5.750e-03 1.418e-69
6.250e-03 1.849e-53
6.750e-03 1.400e-41
7.250e-03 2.427e-32
7.750e-03 9.758e-26
8.250e-03 4.137e-19
8.750e-03 4.911e-16
9.250e-03 1.070e-12
9.750e-03 8.727e-09
1.025e-02 7.896e-08
1.075e-02 3.280e-06
1.125e-02 3.311e-04
1.175e-02 2.560e-03
1.225e-02 2.174e-02
1.275e-02 1.782e-01
1.325e-02 1.198e+00
1.375e-02 6.224e+00
1.425e-02 2.607e+01
1.475e-02 9.119e+01
1.525e-02 2.733e+02
1.575e-02 7.190e+02
1.625e-02 1.694e+03
1.675e-02 3.632e+03
1.725e-02 7.173e+03
1.775e-02 1.316e+04
1.825e-02 2.263e+04
1.875e-02 3.691e+04
1.925e-02 5.742e+04
1.975e-02 8.571e+04
2.025e-02 1.230e+05
2.075e-02 1.706e+05
2.125e-02 2.299e+05
2.175e-02 3.019e+05
2.225e-02 3.867e+05
2.275e-02 4.841e+05
2.325e-02 5.952e+05
2.375e-02 7.200e+05
2.425e-02 8.579e+05
2.475e-02 1.008e+06
2.525e-02 1.169e+06
2.575e-02 1.338e+06
2.625e-02 1.517e+06
2.675e-02 1.704e+06
2.725e-02 1.897e+06
2.775e-02 2.090e+06
2.825e-02 2.285e+06
2.875e-02 2.483e+06
2.925e-02 2.682e+06
2.975e-02 2.881e+06
3.025e-02 3.075e+06
3.075e-02 3.262e+06
3.125e-02 3.447e+06
3.175e-02 3.629e+06
3.225e-02 3.807e+06
3.275e-02 3.981e+06
3.325e-02 4.150e+06
