# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: nist
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 16
# kV: 30
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 100
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 0.63 mm Be + 1.2 mm Polycarbonate (Makrolon or Lexan) + 675 mm Air Dry (Near Sea Level) + 0.05 mm Ag
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 3.014e-258
1.750e-03 1.529e-101
2.250e-03 1.346e-47
2.750e-03 5.142e-24
3.250e-03 1.397e-12
3.750e-03 2.431e-29
4.250e-03 3.543e-22
4.750e-03 2.107e-14
5.250e-03 4.369e-09
5.750e-03 2.562e-05
6.250e-03 1.438e-02
6.750e-03 1.628e+00
7.250e-03 8.265e+01
7.750e-03 9.356e+02
8.250e-03 7.351e+04
8.750e-03 5.034e+04
9.250e-03 1.865e+05
9.750e-03 3.994e+06
1.025e-02 1.401e+06
1.075e-02 2.563e+06
1.125e-02 8.792e+06
1.175e-02 9.020e+06
1.225e-02 1.185e+07
1.275e-02 1.693e+07
1.325e-02 2.371e+07
1.375e-02 3.157e+07
1.425e-02 4.028e+07
1.475e-02 4.957e+07
1.525e-02 5.905e+07
1.575e-02 6.842e+07
1.625e-02 7.753e+07
1.675e-02 8.615e+07
1.725e-02 9.410e+07
1.775e-02 1.013e+08
1.825e-02 1.075e+08
1.875e-02 1.128e+08
1.925e-02 1.171e+08
1.975e-02 1.203e+08
2.025e-02 1.224e+08
2.075e-02 1.233e+08
2.125e-02 1.233e+08
2.175e-02 1.223e+08
2.225e-02 1.205e+08
2.275e-02 1.179e+08
2.325e-02 1.145e+08
2.375e-02 1.104e+08
2.425e-02 1.057e+08
2.475e-02 1.002e+08
2.525e-02 9.418e+07
2.575e-02 8.328e+06
2.625e-02 8.532e+06
2.675e-02 8.534e+06
2.725e-02 8.293e+06
2.775e-02 7.763e+06
2.825e-02 6.898e+06
2.875e-02 5.647e+06
2.925e-02 3.964e+06
2.975e-02 1.819e+06
