# SpekpyWeb (Spekpy ver. 2.0.8)
# -----------------------
# Physics: casim
# Attenuation data: nist
# Energy bin (keV): 0.5
# Target material: W
# Anode angle (°): 16
# kV: 29
# x (cm): 0
# y (cm): 0
# z (cm): 100
# mAs: 100
# Bremsstrahlung: true
# Char. x-ray: true
# Filtration: 0.63 mm Be + 0.05 mm Rh + 1.2 mm Polycarbonate (Makrolon or Lexan) + 660 mm Air Dry (Near Sea Level)
# Mid-bin Fluence
#  (MeV)   (a.u.)
1.250e-03 1.208e-259
1.750e-03 5.080e-102
2.250e-03 7.755e-48
2.750e-03 3.692e-24
3.250e-03 8.705e-49
3.750e-03 6.649e-36
4.250e-03 1.397e-23
4.750e-03 2.087e-15
5.250e-03 7.783e-10
5.750e-03 6.717e-06
6.250e-03 4.997e-03
6.750e-03 6.989e-01
7.250e-03 4.112e+01
7.750e-03 5.286e+02
8.250e-03 4.432e+04
8.750e-03 3.326e+04
9.250e-03 1.305e+05
9.750e-03 2.850e+06
1.025e-02 1.067e+06
1.075e-02 2.020e+06
1.125e-02 7.007e+06
1.175e-02 7.418e+06
1.225e-02 9.962e+06
1.275e-02 1.444e+07
1.325e-02 2.044e+07
1.375e-02 2.746e+07
1.425e-02 3.530e+07
1.475e-02 4.371e+07
1.525e-02 5.233e+07
1.575e-02 6.087e+07
1.625e-02 6.918e+07
1.675e-02 7.705e+07
1.725e-02 8.430e+07
1.775e-02 9.081e+07
1.825e-02 9.647e+07
1.875e-02 1.012e+08
1.925e-02 1.049e+08
1.975e-02 1.077e+08
2.025e-02 1.093e+08
2.075e-02 1.098e+08
2.125e-02 1.094e+08
2.175e-02 1.081e+08
2.225e-02 1.059e+08
2.275e-02 1.030e+08
2.325e-02 3.673e+06
2.375e-02 4.169e+06
2.425e-02 4.627e+06
2.475e-02 5.020e+06
2.525e-02 5.317e+06
2.575e-02 5.483e+06
2.625e-02 5.481e+06
2.675e-02 5.269e+06
2.725e-02 4.798e+06
2.775e-02 4.018e+06
2.825e-02 2.883e+06
2.875e-02 1.358e+06
